Alloy,No,S_Phase,Phase,a (�),delta,Tm (K),D_Tm (K),Hmix (kJ/mol),?Hmix (kJ/mol),Sid (kJ/mol),Elec_nega,D_elec_nega,VEC,d_VEC,BulkModulus (GPa),D_Bulk (GPa),Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Cl,Co,Cr,Cs,Cu,Dy,Er,Eu,F,Fe,Ga,Gd,Ge,H,Hf,Hg,Ho,I,In,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ne,Ni,Ns,O,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Te,Ti,Tl,Tm,V,W,Y,Yb,Zn,Zr
Si2V,2,IM,IM,1.207333333,0.063643515,1852.333333,233.8166423,-42.66666667,2.514157444,0.636514168,1.81,0.127279221,4.333333333,0.471404521,120,28.28427125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
W6Fe7,2,IM,IM,1.299153846,0.048349418,2680.538462,939.2088828,0,0,0.690185676,2.074615385,0.264214813,7.076923077,0.997037031,234.6153846,69.79259214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Zr50Ni50,2,AM,AM,1.4245,0.125307125,1928,200,-49,0,0.693147181,1.62,0.29,7,3,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
Zr70Pd30,2,AM,AM,1.5346,0.068084664,2038.015,137.454358,-76.44,6.672230212,0.610864302,1.591,0.398684085,5.8,2.749545417,54,82.48636251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
ZrTi,2,AM,AM,1.5325,0.046003263,2034.5,93.5,0,0,0.693147181,1.435,0.105,4,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50
Al2B6Co20,3,IM,IM,1.178,0.150588649,1832.890714,343.3211797,-18.57142857,3.130342164,0.758936773,1.895,0.102312546,7.285714286,2.710523709,182,34.40099666,0,2,0,0,6,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlB2Ni7,3,IM,IM,1.1854,0.148890562,1772.747,371.8248218,-19.6,3.285848444,0.801818553,1.906,0.111193525,7.9,3.207802986,178.4,38.29151342,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlBe4Mn,3,IM,IM,1.210333333,0.10734662,1448.745,230.9237936,-6.555555556,3.224137362,0.867563228,1.573333333,0.017950549,3,1.825741858,119.3333333,19.72026594,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlBeTi,3,IM,IM,1.338,0.115571789,1478.156667,415.373666,-26.66666667,9.026709338,1.098612289,1.573333333,0.028674418,3,0.816496581,105.3333333,22.29100466,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Al2CaSi2,3,IM,IM,1.4292,0.210275543,1271.188,345.9193042,-34.88,8.879718914,1.054920168,1.604,0.328670047,3.2,0.748331477,73.8,30.36050065,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCoCu,3,IM,IM,1.3831,0.054240906,1101.783,278.0662945,-5.4,4.272797678,0.801818553,1.695,0.129942295,5.2,3.4,99.2,36.91287038,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al6CoMn,3,IM,IM,1.399125,0.044375959,1110.9775,313.6906122,-14.5625,2.262942917,0.73562194,1.63625,0.094198925,4.25,2.222048604,94.5,35.38007914,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al85.8Co9.1Y5.1,3,AM,AM,1.434399,0.069566942,1053.55426,295.2322661,-12.993552,5.52776373,0.501293639,1.61468,0.119871171,3.546,1.725654658,83.679,31.42871233,0,85.8,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0
Al18Cr2Mg3,3,IM,IM,1.438130435,0.056489644,1040.498261,351.6752965,-2.449905482,3.440187489,0.669893222,1.575217391,0.103666252,3.130434783,0.946588742,79.26086957,26.98665917,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al13Cr4Si4,3,IM,IM,1.344,0.086327848,1314.43381,508.9099509,-19.04761905,4.620131185,0.928584507,1.674761905,0.110910476,3.761904762,1.150766283,96.57142857,32.10187864,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al170Cu20Hf10,3,AM,AM,1.4239,0.040780333,1054.5265,356.3578298,-7.31,6.821637139,0.518186213,1.6235,0.11416107,3.85,2.393219589,84.1,20.04470005,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al11Cu11Mg4,3,IM,IM,1.392846154,0.081527091,1111.370769,211.0329994,-2.017751479,0.498221076,1.015832175,1.686538462,0.208731375,6.230769231,4.097914031,98.30769231,37.1905377,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al2CuMg,3,IM,IM,1.43575,0.079581612,1036.9275,185.2878124,-2.25,0.488140605,1.039720771,1.6075,0.208611481,4.75,3.631459762,84.25,34.58594368,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al6CuMg4,3,IM,IM,1.479454545,0.06856518,968.2354545,123.2786823,-2.181818182,0.312960268,0.916464886,1.527272727,0.183109054,3.363636364,2.459590774,70.54545455,26.30714952,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al7Cu3Mg6,3,IM,IM,1.4665,0.080587476,1009.1,167.5617134,-2.484375,0.487781971,1.043353427,1.551875,0.21480278,4.125,3.333072906,76.375,33.58920027,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCuMg,3,IM,IM,1.437,0.091796511,1071.413333,202.5298507,-2.666666667,0.608580619,1.098612289,1.606666667,0.240878024,5.333333333,4.027681991,87,39.55586766,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al21Cu2Mn3,3,IM,IM,1.410692308,0.032839485,1033.669615,208.2489345,-7.189349112,4.060946539,0.618977214,1.625384615,0.081534833,4.076923077,2.368431434,86,20.93947321,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCu2Mn,3,IM,IM,1.3345,0.047586315,1292.0025,217.2119625,-3.25,4.765189529,1.039720771,1.74,0.161400124,8,3.31662479,119,26.13426869,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al31Cu16Ni14,3,IM,IM,1.348918033,0.063157393,1227.112951,325.3895924,-9.833915614,6.259918961,1.032811151,1.754918033,0.147355074,6.704918033,3.782376139,116.6557377,43.63292682,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlCuNi,3,SS+IM,FCC+B2,1.318666667,0.061574777,1339.746667,324.6157838,-8.444444444,6.616788723,1.098612289,1.806666667,0.139124245,8,3.559026084,132,42.83300908,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al5CuTi2,3,IM,IM,1.42025,0.038894433,1238.39,428.1434106,-20.1875,6.907845015,0.900256051,1.62875,0.106704909,4.25,2.586020108,92.5,22.99456458,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
AlCu2Ti,3,IM,IM,1.3625,0.062505012,1397.5025,358.4246911,-12.5,6.099436449,1.039720771,1.7375,0.164373812,7.25,3.766629793,116.5,26.39602243,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Al85.5Fe9Ce5.5,3,AM,AM,1.4268,0.053698053,1019.84685,250.6785761,-10.4742,6.045608545,0.510177328,1.60285,0.132326783,3.505,1.431773376,81.49,30.42170114,0,85.5,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al22Fe3Ti8,3,IM,IM,1.421909091,0.041205297,1257.495152,459.4583256,-23.55922865,4.148763144,0.831831708,1.613030303,0.074690669,3.696969697,1.42456476,92.78787879,28.31399437,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Al2FeTi,3,IM,IM,1.39175,0.063152898,1404.735,473.5010034,-24.75,5.552659836,1.039720771,1.6475,0.109173028,4.5,2.061552813,108,38.39270764,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AlFe2Ti,3,IM,IM,1.344,0.07704217,1624.1175,402.2619251,-21.5,4.563784066,1.039720771,1.7025,0.129879752,5.75,2.277608395,131.5,40.33298898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Al70Fe20Zr10,3,AM,AM,1.4109,0.070075168,1228.429,457.9313929,-20.48,7.191230215,0.801818553,1.626,0.131392542,4.1,1.972308292,87.2,47.11008385,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Al5Hf4Ni16,3,IM,IM,1.33632,0.09582442,1693.574,471.0794781,-33.4592,5.025943478,0.900724362,1.7524,0.229560972,7.64,3.160759402,148,43.85430424,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al4In3Sn3,3,IM,IM,1.5268,0.052932165,653.837,230.1758772,5.28,1.749477636,1.088899975,1.766,0.145203306,3.3,0.458257569,47.8,32.16768565,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Al8Li5Mg2,3,IM,IM,1.483866667,0.040988857,772.134,225.2281555,-3.413333333,0.849145278,0.970115784,1.36,0.286006993,2.2,0.909212113,50.2,29.50977239,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al2Li3Si2,3,IM,IM,1.39,0.110976074,943.1271429,510.691939,6.530612245,11.58595594,1.078992208,1.422857143,0.398881088,2.428571429,1.293626448,55,39.16995933,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al9Mn4Si3,3,IM,IM,1.3591875,0.077075001,1221.139375,330.7893209,-27.140625,5.591037455,0.984086503,1.649375,0.122956738,4.1875,1.666536453,91.5,18.75499933,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlMnSi,3,IM,IM,1.311666667,0.089262097,1379.823333,322.9855246,-36.88888889,8.855725171,1.098612289,1.686666667,0.152825245,4.666666667,1.699673171,98.66666667,17.98765008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al3Nb10Ni9,3,IM,IM,1.354545455,0.066679566,2084.200455,658.7640272,-31.68595041,4.167974097,0.995737499,1.728181818,0.151316536,6.772727273,2.762275383,161.2727273,34.20018849,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlNi6Ta,3,IM,IM,1.29225,0.061991805,1823.93375,612.1167827,-20.3125,2.714672319,0.73562194,1.82125,0.156159974,8.5,2.645751311,169.5,35.94092375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AlNi2Ti,3,IM,IM,1.3465,0.075052471,1582.6175,384.7410284,-36,5.184110338,1.039720771,1.7425,0.169318487,6.75,3.269174208,136.5,45.13036672,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Al85.8Ni9.1Y5.1,3,AM,AM,1.433944,0.070176939,1049.91426,286.5192425,-14.097564,5.58586201,0.501293639,1.61741,0.126064237,3.637,2.013263768,83.679,31.42871233,0,85.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0
Al87Ni5Y8,3,AM,AM,1.4523,0.076271241,1042.4389,282.1720208,-14.9032,6.352657218,0.473002904,1.5938,0.128084191,3.35,1.52561463,78.4,25.16028617,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Al85Ni10Zr5,3,AM,AM,1.42195,0.048827936,1072.6495,339.2667902,-15.94,6.484541387,0.518186213,1.626,0.112534439,3.75,2.094636007,82.6,36.42581502,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Al16Ru8Ti6,3,IM,IM,1.412933333,0.032989908,1581.250667,728.1878816,-33.92,5.456818446,1.009613758,1.753333333,0.270669951,4.533333333,2.12498366,121.2,60.97343684,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
AuCdSn,3,IM,IM,1.543333333,0.048422536,812.21,373.0949349,-9.333333333,3.168128318,1.098612289,2.063333333,0.354620298,9,3.559026084,106.6666667,80.40453276,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AuNi2Sn4,3,IM,IM,1.487714286,0.110431443,973.3785714,554.0218989,-4.734693878,2.823437172,0.955699891,2.028571429,0.209927101,6.714285714,3.149343955,116,68.10076568,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
B6CaNi11,3,IM,IM,1.154555556,0.23484133,1900.944444,345.7069202,-22.13580247,2.913089698,0.827738157,1.902777778,0.227127119,7.222222222,3.48895966,185.6111111,45.71547135,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCaNi4,3,IM,IM,1.301666667,0.256936474,1729.333333,356.2301067,-16.22222222,4.135065348,0.867563228,1.78,0.352041664,7.5,3.547299442,160.1666667,66.01115226,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6Co20In3,3,IM,IM,1.2,0.167799312,1749.767241,504.7520599,-10.15933413,8.081578298,0.81691517,1.902758621,0.076243555,7.137931034,2.775808524,170.4827586,60.51196558,0,0,0,0,6,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2CoMo2,3,IM,IM,1.1702,0.231885545,2451.6,420.3201637,-31.04,7.720965743,1.054920168,2.056,0.10307279,5.4,2.244994432,217.6,18.99052395,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCoMo,3,IM,IM,1.183666667,0.210813863,2337.666667,460.5737967,-28,8.034647195,1.098612289,2.026666667,0.11469767,6,2.449489743,211.3333333,22.29100466,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2CoNb,3,IM,IM,1.095,0.231007811,2304,350.0935589,-45.25,9.573115023,1.039720771,1.89,0.179722008,5,2.449489743,199.5,24.75378759,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6Co2Nb2,3,IM,IM,1.046,0.235718115,2313,313.6501235,-41.44,8.138784184,0.950270539,1.92,0.171580885,4.6,2.332380758,204.4,24.21239352,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6Co21Sb2,3,IM,IM,1.173482759,0.141804485,1828.605517,343.0391846,-12.6706302,6.937889802,0.744129541,1.924827586,0.07266459,7.482758621,2.499940546,179.5862069,41.39758217,0,0,0,0,6,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
